study_ID_Ancestry,StudyID,Who,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,N,Population_pop,Who_pop,Article_link,CrudeName,EthnicGroup,EthnicGroup_Notes,Subpopulation,Other_Classification,Location,Biome,Country,Lattitude,Longitude,Region,Sedentary,AcculturationLevel,ReferenceSource,SerumLevel_mg_dL,SL_SD_mg_dL,SL_SE_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY
NGA1,NGA1,Victoria,Nganasan,M,20,20-29,20,NA,,Nganasan,Victoria,SIB1,Nganasan,Nganasan,,,,Taimyr Peninsula,Tundra,,72-73.83,90,Siberia,NA,Unacculturated,"""""Metabolic Adaptation in Indigenous Siberian Populations""""",135,NA,NA,33,NA,91,NA,58,NA,Siberian
NGA1,NGA1,Victoria,Nganasan,M,40,40-49,49,NA,,Nganasan,Victoria,SIB1,Nganasan,Nganasan,,,,Taimyr Peninsula,Tundra,,72-73.83,90,Siberia,NA,Unacculturated,"""""Metabolic Adaptation in Indigenous Siberian Populations""""",159,NA,NA,33,NA,107,NA,98,NA,Siberian
NGA1,NGA1,Victoria,Nganasan,M,30,30-39,39,NA,,Nganasan,Victoria,SIB1,Nganasan,Nganasan,,,,Taimyr Peninsula,Tundra,,72-73.83,90,Siberia,NA,Unacculturated,"""""Metabolic Adaptation in Indigenous Siberian Populations""""",159,NA,NA,37,NA,112,NA,49,NA,Siberian
NHANES,NHANES,BENJA,NHANES III,Overall,NA,NA,NA,NA,10843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,https://doi.org/10.1038/oby.2007.302,203.3,44,NA,50.9,15.1,127,38.5,135.1,105.8,NHANES
nhs,nhs,BENJA,Brazil_NHS,Overall,NA,NA,NA,NA,8534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,10.1590/1980-549720190005.supl.2,185,2.2,NA,46.5,0.8,104.5,1.7,NA,NA,other
nhsa,nhsa,BENJA,Brazil_NHS_Female,Women,NA,NA,NA,NA,4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,10.1590/1980-549720190005.supl.2,198.7,2.7,NA,49.6,1,106.3,2.2,NA,NA,other
nhsa,nhsa,BENJA,Brazil_NHS_Male,Men,NA,NA,NA,NA,3551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,Overall,10.1590/1980-549720190005.supl.2,181.7,3.6,NA,43,1.1,102.9,3.6,NA,NA,other
NIA1_C,NIG3,West_African,Nigerian,F,22,22-44,44,NA,26,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",174.4,75.1,NA,62.4,34.6,83.6,67.1,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,F,55,55-64,64,NA,26,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",228.6,75.6,NA,77.6,32.5,116.8,75.5,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,F,45,45-54,54,NA,26,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",252.4,87.1,NA,85.2,14.9,130.1,79.1,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,F,65,>65,,NA,26,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",255.1,58.3,NA,91.2,20,121.5,72,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,M,22,22-44,44,NA,23,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",190.1,64.9,NA,71.3,32,90.7,63.4,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,M,55,55-64,64,NA,23,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",258.2,101.5,NA,84.9,30.5,140.1,98.2,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,M,45,45-54,54,NA,23,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",219.9,76.8,NA,91.2,27.7,96.4,82.5,NA,NA,West_African
NIA1_C,NIG3,West_African,Nigerian,M,65,>65,,NA,23,Nigerian,Phoebe,,Nigerian,Nigerian,,,,Umuahia,Swamp forest,Nigeria,4.98,8.34,Africa,NA,NA,"Obesity, metabolic syndrome and BMI-metabolic-risk sub-phenotypes_ A study of an adult Nigerian population",260,108,NA,96.6,25,131.3,110.1,NA,NA,West_African
NIG5,NIG5,BENJA,Nigeria Urban,Overall,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,NA,Urban,https://www.ajol.info/index.php/amhsr/article/view/87714,190.2564,38.67,NA,58.005,22.8153,109.4361,35.5764,114.4875,50.5875,West_African
NMA,NMA,BENJA,Non Hispanic White,Overall,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Urban,,208.4,39,NA,49.3,14.8,133,35.2,132,77.7,other
NMA_B,NMA_B,BENJA,Non Hispanic Black,Overall,NA,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,Northern Manhattan Study,201.4,39.4,NA,52.3,16.4,126.1,36.2,115.7,71.2,other
NOR1_C,NOR1-C,Ashley,Kven,F,65,65-79,79,NA,150,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,61.4853,NA,NA,NA,138.1692,NA,NA
NOR1_C,NOR1-C,Ashley,Kven,M,36,36-49,49,NA,141,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.404,NA,NA,NA,149.6833,NA,NA
NOR1_C,NOR1-C,Ashley,Kven,M,65,65-79,79,NA,141,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,54.9114,NA,NA,NA,116.0267,NA,NA
NOR1_C,NOR1-C,Ashley,Kven,M,50,50-64,64,NA,141,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,51.8178,NA,NA,NA,139.9406,NA,NA
NOR1_C,NOR1-C,Ashley,Kven,F,50,50-64,64,NA,150,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,60.3252,NA,NA,NA,120.4552,NA,NA
NOR1_C,NOR1-C,Ashley,Kven,F,36,36-49,49,NA,150,Kven,Ashley,NOR1,Kven,Kven,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,54.138,NA,NA,NA,110.7125,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,F,50,50-64,64,NA,241,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,56.0715,NA,NA,NA,128.4265,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,M,36,36-49,49,NA,220,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,47.5641,NA,NA,NA,153.2261,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,M,50,50-64,64,NA,220,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,49.8843,NA,NA,NA,135.5121,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,M,65,65-79,79,NA,220,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,55.6848,NA,NA,NA,121.3409,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,F,65,65-79,79,NA,241,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,59.5518,NA,NA,NA,129.3122,NA,NA
NOR1-A,NOR1-A,Ashley,Sami I,F,36,36-49,49,NA,241,Sami,Ashley,NOR1,Sami I,Sami I,Sami used as a home language by all members of family,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,53.7513,NA,NA,NA,115.141,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,M,36,36-49,49,NA,440,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.7907,NA,NA,NA,151.4547,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,M,50,50-64,64,NA,440,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,50.6577,NA,NA,NA,137.2835,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,F,50,50-64,64,NA,464,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,57.2316,NA,NA,NA,125.7694,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,M,65,65-79,79,NA,440,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,52.9779,NA,NA,NA,119.5695,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,F,36,36-49,49,NA,464,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,55.2981,NA,NA,NA,107.1697,NA,NA
NOR1-B,NOR1-B,Ashley,Sami II,F,65,65-79,79,NA,464,Sami,Ashley,NOR1,Sami II,Sami II,At least one Sami identifier,,,Norway,tundra,Norway,60.472,8.4689,Europe,Yes,Semi-acculturated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,58.3917,NA,NA,NA,122.2266,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,M,36,36-49,49,NA,1122,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.404,NA,NA,NA,147.9119,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,F,65,65-79,79,NA,1298,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,60.3252,NA,NA,NA,131.9693,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,M,50,50-64,64,NA,1122,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,49.4976,NA,NA,NA,139.9406,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,M,65,65-79,79,NA,1122,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,51.8178,NA,NA,NA,128.4265,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,F,50,50-64,64,NA,1298,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,59.1651,NA,NA,NA,123.1123,NA,NA
NOR1-D,NOR1-D,Ashley,Norwegian,F,36,36-49,49,NA,1298,Norwegian,Ashley,NOR1,Norwegian,Norwegian,,,,Norway,tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,55.6848,NA,NA,NA,102.7412,NA,NA
NOR2-A,NOR2-A,Ashley,Sami Norwegian,M,,,,56.3,1118,Sami Norwegian,Ashley,NOR2,Sami,Sami Norwegian,,,SAMINOR 1,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.1109,13.9212,NA,NA,137.2835,112.4839,NA
NOR2-A,NOR2-A,Ashley,Sami Norwegian,F,,,,55.5,1150,Sami Norwegian,Ashley,NOR2,Sami,Sami Norwegian,,,SAMINOR 1,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,56.0715,14.3079,NA,NA,120.4552,86.7986,NA
NOR2-B,NOR2-B,Ashley,Norwegian,M,,,,56.4,1864,Norwegian,Ashley,NOR2,Norwegian,Norwegian,,,SAMINOR 1,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.4976,13.1478,NA,NA,139.9406,100.9698,NA
NOR2-B,NOR2-B,Ashley,Norwegian,F,,,,56.5,2176,Norwegian,Ashley,NOR2,Norwegian,Norwegian,,,SAMINOR 1,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,57.6183,15.468,NA,NA,119.5695,81.4844,NA
NOR2-C,NOR2-C,Ashley,Sami Norwegian,F,,,,58.5,1283,Sami Norwegian,Ashley,NOR2,Sami,Sami Norwegian,,,SAMINOR 2,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,56.0715,15.8547,NA,NA,123.998,79.713,NA
NOR2-C,NOR2-C,Ashley,Sami Norwegian,M,,,,59.8,1113,Sami Norwegian,Ashley,NOR2,Sami,Sami Norwegian,,,SAMINOR 2,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,47.5641,14.6946,NA,NA,150.569,106.284,NA
NOR2-D,NOR2-D,Ashley,Norwegian,F,,,,59.1,1899,Norwegian,Ashley,NOR2,Norwegian,Norwegian,,,SAMINOR 2,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,59.9385,17.4015,NA,NA,123.998,79.713,NA
NOR2-D,NOR2-D,Ashley,Norwegian,M,,,,60.3,1571,Norwegian,Ashley,NOR2,Norwegian,Norwegian,,,SAMINOR 2,Northern Norway,Tundra,Norway,60.472,8.4689,Europe,NA,Integrated,"""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.4976,14.6946,NA,NA,132.855,97.427,NA
ORA5_A,ORA5-A,EM,Seletar,M/F,,,,31,253,,EM,,,Seletar,Specified,,,Batu Bakar,Tropical Rainforest,Malaysia,1.5,103.8,Asia,NA,Integrated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,52.5912,NA,NA,NA,108.0554,NA,NA
ORA5_C,ORA5-C,EM,Mahmeri,M/F,,,,37,59,,EM,,,Mahmeri,Specified,,,Cameron Highlands,Tropical Rainforest,Malaysia,4.5,101.4,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,49.4976,NA,NA,NA,130.1979,NA,NA
ORA5_D,ORA5-D,EM,Semai,M/F,,,,30,57,,EM,,,Semai,Specified,,,Cameron Highlands,Tropical Rainforest,Malaysia,4.5,101.4,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,44.8572,NA,NA,NA,119.5695,NA,NA
ORA5_F,ORA5-F,EM,Mendriq,M/F,,,,30,48,,EM,,,Mendriq,Specified,,,Gua Musang,Tropical Rainforest,Malaysia,4.8,101,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,34.803,NA,NA,NA,117.7981,NA,NA
ORA5_G,ORA5-G,EM,Batek,M/F,,,,34,44,,EM,,,Batek,Specified,,,Gua Musang,Tropical Rainforest,Malaysia,4.8,101,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,36.7365,NA,NA,NA,103.6269,NA,NA
ORA5-B,ORA5-B,EM,Jakun,M/F,,,,31,70,,EM,,,Jakun,Specified,,,Cameron Highlands,Tropical Rainforest,Malaysia,4.5,101.4,Asia,NA,Semi-acculturated,"""""Cardio-metabolic health risks in indigenouspopulations of Southeast Asia and the influenceof urbanization"""" Phipps et.al.",NA,NA,NA,38.2833,NA,NA,NA,119.5695,NA,NA
ORANG,ORA3-A,AYANA,Orang Asli,M,15,15+,,NA,19,Orang Asli,AYANA,ORA3,,Semai,Orang Asli just means first people so it is not informative. Semai is a specific group of Senoi,Semai,,Inland,Tropical Rainforest,Peninsular Malyasia,3.705986,102.27917,Asia,Nomadic,Unacculturated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,38.2833,6.9606,90.4878,32.8695,NA,NA,NA
ORANG,ORA3-A,AYANA,Orang Asli,F,15,15+,,NA,24,Orang Asli,AYANA,ORA3,,Semai,Orang Asli just means first people so it is not informative. Semai is a specific group of Senoi,Semai,,Inland,Tropical Rainforest,Peninsular Malyasia,3.705986,102.27917,Asia,Nomadic,Unacculturated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,42.537,15.468,107.1159,28.6158,NA,NA,NA
ORANG,ORA3-B,AYANA,Orang Asli,F,15,15+,,NA,4,Orang Asli,AYANA,ORA3,,Batek,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Batek,,Inland,Tropical Rainforest,Peninsular Malyasia,5.246734,102.162702,Asia,Nomadic,Unacculturated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,56.0715,3.867,99.7686,20.4951,NA,NA,NA
ORANG,ORA3-B,AYANA,Orang Asli,M,15,15+,,NA,23,Orang Asli,AYANA,ORA3,,Batek,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Batek,,Inland,Tropical Rainforest,Peninsular Malyasia,5.246734,102.162702,Asia,Nomadic,Unacculturated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,44.0838,8.8941,97.4484,24.3621,NA,NA,NA
ORANG,ORA3-C,AYANA,Orang Asli,F,15,15+,,NA,11,Orang Asli,AYANA,ORA3,,Lanoh,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Lanoh,,Inland,Tropical Rainforest,Peninsular Malyasia,4.907965,100.94535,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,46.404,23.202,122.1972,39.0567,NA,NA,NA
ORANG,ORA3-C,AYANA,Orang Asli,M,15,15+,,NA,15,Orang Asli,AYANA,ORA3,,Lanoh,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Lanoh,,Inland,Tropical Rainforest,Peninsular Malyasia,4.907965,100.94535,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,83.1405,13.5345,125.6775,34.803,NA,NA,NA
ORANG,ORA3-D,AYANA,Orang Asli,M,15,15+,,NA,2,Orang Asli,AYANA,ORA3,,Kanaq,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Kanaq,,Periphery,Tropical Rainforest,Peninsular Malyasia,1.818275,103.514601,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,27.069,0,83.1405,13.5345,NA,NA,NA
ORANG,ORA3-D,AYANA,Orang Asli,F,15,15+,,NA,9,Orang Asli,AYANA,ORA3,,Kanaq,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Kanaq,,Periphery,Tropical Rainforest,Peninsular Malyasia,1.818275,103.514601,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,34.803,11.601,130.7046,23.9754,NA,NA,NA
ORANG,ORA3-E,AYANA,Orang Asli,M,15,15+,,NA,17,Orang Asli,AYANA,ORA3,,Kensiu,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Kensiu,,Periphery,Tropical Rainforest,Peninsular Malyasia,5.757593,100.917471,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,45.6306,17.4015,111.3696,36.7365,NA,NA,NA
ORANG,ORA3-E,AYANA,Orang Asli,F,15,15+,,NA,39,Orang Asli,AYANA,ORA3,,Kensiu,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Kensiu,,Periphery,Tropical Rainforest,Peninsular Malyasia,5.757593,100.917471,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,46.404,23.202,119.4903,35.9631,NA,NA,NA
ORANG,ORA3-F,AYANA,Orang Asli,F,15,15+,,NA,19,Orang Asli,AYANA,ORA3,,Che Wong,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Che Wong,,Periphery,Tropical Rainforest,Peninsular Malyasia,2.608694,102.987488,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,65.739,19.335,137.2785,40.6035,NA,NA,NA
ORANG,ORA3-F,AYANA,Orang Asli,M,15,15+,,NA,19,Orang Asli,AYANA,ORA3,,Che Wong,"Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ",Che Wong,,Periphery,Tropical Rainforest,Peninsular Malyasia,2.608694,102.987488,Asia,Yes,Integrated,"""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,38.67,19.7217,127.2243,46.0173,NA,NA,NA
