"StudyID","Who","Population","Sex","HDL_Chol","SerumLevel","Age_LL","Age","Age_UL","Mean_Age","SD","N","N_Assumed","SL_SD","SL_SE","SL_Units","HDL_SD","HDL_Units","NonHDL_C","NonH_Units","LDL_Chol","LDL_SD","LDL_Units","Hypercholesterolemia_Prev","Triglyceride_Chol","Triglyceride_SD","Triglyceride_Units","Apo_A1","AA_Units","ApoB","ApoB_SD","AB_Units","Lp_a","Lpa_Units","Population_pop","Who_pop","Article_link","CrudeName","EthnicGroup","EthnicGroup_Notes","Subpopulation","Other_Classification","Location","Biome","Country","Lattitude","Longitude","Region","Sedentary","AcculturationLevel","ReferenceSource","SerumLevel_mg_dL","SL_SD_mg_dL","SL_SE_mg_dL","HDL_Chol_mg_dL","HDL_SD_mg_dL","LDL_Chol_mg_dL","LDL_SD_mg_dL","Triglyceride_Chol_mg_dL","Triglyceride_SD_mg_dL","Ancestry","Heritability","ANCESTRY","study_ID_Ancestry"
"AUA8-A","Emily","Australian Aborinigals","M",0.79,5.2,"15","15-24","24",NA,NA,"60","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.4,NA,"mmol/l",NA,2,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1988","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",201.084,NA,NA,30.5493,NA,131.478,NA,177.14,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-A","Emily","Australian Aborinigals","F",0.94,5.7,"35",">35","",NA,NA,"108","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.6,NA,"mmol/l",NA,2.1,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1988","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",220.419,NA,NA,36.3498,NA,139.212,NA,185.997,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-A","Emily","Australian Aborinigals","F",0.98,4.9,"15","15-24","24",NA,NA,"76","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.2,NA,"mmol/l",NA,1.3,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1988","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",189.483,NA,NA,37.8966,NA,123.744,NA,115.141,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-A","Emily","Australian Aborinigals","F",0.95,5,"25","25-34","34",NA,NA,"64","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.3,NA,"mmol/l",NA,1.4,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1988","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",193.35,NA,NA,36.7365,NA,127.611,NA,123.998,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-A","Emily","Australian Aborinigals","M",0.89,6,"25","25-34","34",NA,NA,"43","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.7,NA,"mmol/l",NA,2.5,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1988","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",232.02,NA,NA,34.4163,NA,143.079,NA,221.425,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","M",0.79,5.1,"15","15-24","24",NA,NA,"65","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.4,NA,"mmol/l",NA,1.9,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",197.217,NA,NA,30.5493,NA,131.478,NA,168.283,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","F",0.86,4.8,"25","25-34","34",NA,NA,"58","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.1,NA,"mmol/l",NA,1.5,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",185.616,NA,NA,33.2562,NA,119.877,NA,132.855,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","F",0.83,5.2,"35",">35","",NA,NA,"116","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.2,NA,"mmol/l",NA,2.2,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",201.084,NA,NA,32.0961,NA,123.744,NA,194.854,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","M",0.77,5.8,"35",">35","",NA,NA,"79","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.2,NA,"mmol/l",NA,3.3,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",224.286,NA,NA,29.7759,NA,123.744,NA,292.281,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","M",0.78,5.8,"25","25-34","34",NA,NA,"40","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3.7,NA,"mmol/l",NA,2.4,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",224.286,NA,NA,30.1626,NA,143.079,NA,212.568,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA8-B","Emily","Australian Aborinigals","F",0.92,4.5,"15","15-24","24",NA,NA,"66","N",NA,NA,"mmol/L",NA,"mmol/l",NA,"",3,NA,"mmol/l",NA,1.3,NA,"mmol/l",NA,"",NA,"","",NA,"","Australian Aboriginal","Emily","AUA8","Australian Aboriginal","Australian Aboriginal","","","data collected in 1995","central Australia","tropical desert","Australia","-23.720061","133.841166","Oceania",NA,"Unacculturated","Reduced Prevalence of Impaired Glucose Tolerance and No Change in Prevalence of Diabetes Despite Increasing BMI Among Aboriginal People from a Group of Remote Homeland Communities",174.015,NA,NA,35.5764,NA,116.01,NA,115.141,NA,NA,NA,"Australian_Aboriginal","AUA8-A"
"AUA9","Phoebe","Aboriginal Australian","F",NA,4.3,"20","20-74","74","35","13.5","321","N",1,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Aboriginal Australian","Phoebe","AUA9","Aboriginal Australian","Aboriginal Australian","","","","Australia’s Northern Territory","Savanna","Australia","-25.2744","133.7751","Austrailia",NA,NA,"Incidence of type 2 diabetes in Aboriginal Australians_ an 11-year prospective cohort study",166.281,38.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australian_Aboriginal","AUA9"
"AUA9","Phoebe","Aboriginal Australian","M",NA,4.8,"20","20-74","74","30.8","10","365","N",1.1,NA,"mmol/L",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Aboriginal Australian","Phoebe","AUA9","Aboriginal Australian","Aboriginal Australian","","","","Australia’s Northern Territory","Savanna","Australia","-25.2744","133.7751","Austrailia",NA,NA,"Incidence of type 2 diabetes in Aboriginal Australians_ an 11-year prospective cohort study",185.616,42.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australian_Aboriginal","AUA9"
"AUS2-A","Claire","New Guinea Laborers","M/F",NA,167.4,"16","16-31","31","24",NA,"40","Y",35.7,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","Australian","Claire","AUS2","Austrailians","Australian","","Urban","","Australia","","Australia","-25.2744","133.7751","Oceania",NA,"Integrated","""""A Study of Blood Clotting and Serum Lipids in Natives of New Guinea and Australians""""",167.4,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australians","AUS2-A"
"AUS3","Gisele","New Guinea Natives","M",NA,192.3,"13","13-40","40","25",NA,"40","N",44.9,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","New Guinea Natives","Gisele","AUS3","Australians","New Guinea Natives","","","New Guinea Natives","Goroka, Central Highlands of New Guinea","Tropical rainforest","Papua New Guinea","","","Oceania",NA,"Semi-acculturated","Fibrinolysis, blood clotting, serum lipids and body build in natives of New Guinea and Australians",192.3,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanesian","AUS3"
"AUS4-A","Gisele","Australians","M/F",0.96,5,"15","15+","","53","10","99","N",NA,NA,"mmol/L",NA,"mmol/L",NA,"",NA,NA,"",NA,2.4,NA,"mmol/L",NA,"",NA,"","",NA,"","Australians","Gisele","AUS4","Australians","Australians","","","known diabetes","Darwin Australia","Tropical savanna","Australia","-12.4637","130.8444","Oceania",NA,"Integrated","Complications of diabetes in urban Indigenous Australians:The DRUID study.",193.35,NA,NA,37.1232,NA,NA,NA,212.568,NA,NA,NA,"Australians","AUS4-A"
"AUS4-B","Gisele","Australians","M/F",0.94,5.3,"15","15+","","47","10","36","N",NA,NA,"mmol/L",NA,"mmol/L",NA,"",NA,NA,"",NA,2.4,NA,"mmol/L",NA,"",NA,"","",NA,"","Australians","Gisele","AUS4","Australians","Australians","","","new diabetes","Darwin Australia","Tropical savanna","Australia","-12.4637","130.8444","Oceania",NA,"Integrated","Complications of diabetes in urban Indigenous Australians:The DRUID study.",204.951,NA,NA,36.3498,NA,NA,NA,212.568,NA,NA,NA,"Australians","AUS4-A"
"BAN1-A","KIKI","Bantu migrant workers","",NA,143,"25","25-50","",NA,NA,"43","N",30,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,92,NA,"mg/100 mL",NA,"",NA,"","",NA,"","Bantu migrant workers","KIKI, ASHLEY","BAN1","Southern Africa","Bantu","All references used in the paper specifically reference the Bantu. Bantu are a population of millions, could be the nama (but they are nomadic, this group is not nomadic) there are other sub populations mentioned in literature ","Natal","","Northern Botswana","Warm-temperate desert","Botswana","-19","22.937506","Africa","Yes","Integrated","Truswell, Mann, Epidemiology of Serum Lipids in Southern Africa ",143,30,NA,NA,NA,NA,NA,92,NA,NA,NA,"Bantu","BAN1"
"BAN1-B","KIKI","Bantu medical students","",NA,197,"24","24-38","",NA,NA,"14","N",24,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,95,NA,"mg/100 mL",NA,"",NA,"","",NA,"","Bantu medical students","KIKI","BAN1","Southern Africa","Bantu","All references used in the paper specifically reference the Bantu. Bantu are a population of millions, could be the nama (but they are nomadic, this group is not nomadic) there are other sub populations mentioned in literature ","Natal","","Northern Botswana","Warm-temperate desert","Botswana","-19","22.937506","Africa","Yes","Integrated","Truswell, Mann, Epidemiology of Serum Lipids in Southern Africa ",197,24,NA,NA,NA,NA,NA,95,NA,NA,NA,"Bantu","BAN1"
"BAN1-C","KIKI","Bantu hospital workers","",NA,197,"35","35-55","",NA,NA,"50","N",54,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,132,NA,"mg/100 mL",NA,"",NA,"","",NA,"","Bantu hospital workers","KIKI","BAN1","Southern Africa","Bantu","All references used in the paper specifically reference the Bantu. Bantu are a population of millions, could be the nama (but they are nomadic, this group is not nomadic) there are other sub populations mentioned in literature ","Natal","","Northern Botswana","Warm-temperate desert","Botswana","-19","22.937506","Africa","Yes","Integrated","Truswell, Mann, Epidemiology of Serum Lipids in Southern Africa ",197,54,NA,NA,NA,NA,NA,132,NA,NA,NA,"Bantu","BAN1"
"BAN1-D","KIKI","Kung! Bushmen","",NA,130,"20","20-74","",NA,NA,"14","N",25,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,95,NA,"mg/100 mL",NA,"",NA,"","",NA,"","Kung! Bushmen","KIKI","BAN1","Southern Africa","Kung","The Kung were explicitly named in the paper, I removed the ! so that the name would be easier to search in analysis","Dobe and Xoxgana","","Northern Botswana","Warm-temperate desert","Botswana","-19","24.684866","Africa","Nomadic","Unacculturated","Truswell, Mann, Epidemiology of Serum Lipids in Southern Africa ",130,25,NA,NA,NA,NA,NA,95,NA,NA,NA,"South_Africa_HG","BAN1-D"
"BAN3","AYANA","Bantu","M/F",NA,129,"15","15-58","","25.3","11.4","30","N",24.1,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","AYANA","BAN3","Amondava","Amondawa","Bantu of Madilu used as a control... this explains the location confusion. Should i replicate the d-place from amondawa on line 12?","","","Uru-Eu-Uau-Uau","Tropical Rainforest","Brazil","-11","-63.9038887","South America","Yes","Integrated","""""Effects of a traditional lifestyle on the cardiovascular risk pro®le: the Amondava population of the Brazilian Amazon. Comparison with matched African, Italian and Polish populations"""" Pavan et.al. ",129,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN4","AYANA","Bantu","M/F",24,NA,"20","20+","","33","3","22","N",NA,NA,"",5,"mg/dL",NA,"",144,10,"mg/dL",NA,80,18,"mg/dL",NA,"",NA,"","",NA,"","Bantu","AYANA","BAN4","Cameroonian pygmies","Bedzan","Not sure how to classify as no alternative names are suggested and this is a large classification, but Camaroonian pygmies is a dated term

http://www.pygmies.org/bedzan/
","","","Camaroon","Tropical Rainforest","Camaroon","7.3697219","12.354722","Africa","Yes","Integrated","""""Effects of hunter-gatherer subsistence mode on arterial distensibility in Camaroonian Pygmies"""" Lemogoum et.al. ",NA,NA,NA,24,5,144,10,80,18,NA,NA,"Bantu","BAN3"
"BAN5","ABIGAIL","Bantu","M",NA,68,"51","51-60","60",NA,NA,"6","N",12,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","ABIGAIL, ASHLEY","","Bantu","Bantu","No other description given beyond the fact that they work in South Africa (this is an article from the lancet so there isn't much sociocultural context, it focuses primarily on triglycerides)","","Mineworkers","South Africa","Grassland","South Africa","-29","31","Africa",NA,"Semi-acculturated","""""Serum triglyceride levels in South African Europeans and Bantu and in Ischemic heart disease"""" Antonis",68,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN5","ABIGAIL","Bantu","M",NA,66,"41","41-50","50",NA,NA,"9","N",17,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","ABIGAIL, ASHLEY","","Bantu","Bantu","No other description given beyond the fact that they work in South Africa (this is an article from the lancet so there isn't much sociocultural context, it focuses primarily on triglycerides)","","Mineworkers","South Africa","Grassland","South Africa","-29","31","Africa",NA,"Semi-acculturated","""""Serum triglyceride levels in South African Europeans and Bantu and in Ischemic heart disease"""" Antonis",66,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN5","ABIGAIL","Bantu","M",NA,73,"31","31-40","40",NA,NA,"16","N",19,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","ABIGAIL, ASHLEY","","Bantu","Bantu","No other description given beyond the fact that they work in South Africa (this is an article from the lancet so there isn't much sociocultural context, it focuses primarily on triglycerides)","","Mineworkers","South Africa","Grassland","South Africa","-29","31","Africa",NA,"Semi-acculturated","""""Serum triglyceride levels in South African Europeans and Bantu and in Ischemic heart disease"""" Antonis",73,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN5","ABIGAIL","Bantu","M",NA,75,"20","20-60","60",NA,NA,"57","N",20,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","ABIGAIL, ASHLEY","","Bantu","Bantu","No other description given beyond the fact that they work in South Africa (this is an article from the lancet so there isn't much sociocultural context, it focuses primarily on triglycerides)","","Mineworkers","South Africa","Grassland","South Africa","-29","31","Africa",NA,"Semi-acculturated","""""Serum triglyceride levels in South African Europeans and Bantu and in Ischemic heart disease"""" Antonis",75,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN5","ABIGAIL","Bantu","M",NA,80,"20","<30","30",NA,NA,"26","N",21,NA,"mg/dL",NA,"",NA,"",NA,NA,"",NA,NA,NA,"",NA,"",NA,"","",NA,"","","ABIGAIL, ASHLEY","","Bantu","Bantu","No other description given beyond the fact that they work in South Africa (this is an article from the lancet so there isn't much sociocultural context, it focuses primarily on triglycerides)","","Mineworkers","South Africa","Grassland","South Africa","-29","31","Africa",NA,"Semi-acculturated","""""Serum triglyceride levels in South African Europeans and Bantu and in Ischemic heart disease"""" Antonis",80,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bantu","BAN3"
"BAN7-A","Ashley","Bantu","M/F",0.85,NA,"","","","38","14.2","618","N",NA,NA,"",0.32,"mmol/L",NA,"",NA,NA,"",NA,0.91,0.44,"mmol/L",NA,"",NA,"","","199","mg/L","Bantu","Ashley","BAN7","Bantu","Bantu","","","","eastern shore of Lake Nyasa","Savanna","Tanzania","-6.369","34.8888","Africa","Nomadic","Unacculturated","""""Blood pressure and atherogenic lipoprotein profiles of fish-diet and vegetarian villagers in Tanzania: the Lugalawa study"""" Pauletto et. al.",NA,NA,NA,32.8695,12.3744,NA,NA,80.5987,38.9708,NA,NA,"Bantu","BAN3"
"BAN7-B","Ashley","Banta","M/F",0.98,NA,"","","","46.6","13.1","645","N",NA,NA,"",0.29,"mmol/L",NA,"",NA,NA,"",NA,1.33,0.74,"mmol/L",NA,"",NA,"","","323","mg/L","Bantu","Ashley","BAN7","Bantu","Bantu","","","","Madilu","Savanna","Tanzania","-6.369","34.8888","Africa","Nomadic","Unacculturated","""""Blood pressure and atherogenic lipoprotein profiles of fish-diet and vegetarian villagers in Tanzania: the Lugalawa study"""" Pauletto et. al.",NA,NA,NA,37.8966,11.2143,NA,NA,117.7981,65.5418,NA,NA,NA,NA
"BENJA","BENJA","TURKANA_pastoralist","",60.1,151.99,"","","",NA,NA,"800","",33.6,NA,"mg/dL",15.2,"mg/dL",NA,"",71.3,30.8,"mg/dL",NA,NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.99,33.6,NA,60.1,15.2,71.3,30.8,NA,NA,NA,NA,"TURKANA_pastoralist","TURKANA_pastoralist"
"BGD1-A","EM","Bangladeshi","M/F",39.47,162.51,"20","","","37.72","15","1060","N",65.11,NA,"mg/dL",13.8,"mg/dl",NA,"",NA,NA,"",NA,166.59,94.99,"mg/dl",NA,"",NA,"","",NA,"","Bangladeshi","EM","BGD1","Bangladeshi","Bangladeshi","","","Normal Fasting Glucose","Mymensing District","Tropical Rainforest","Bangladesh","24.63","90.27","Asia",NA,"Unacculturated","""""Diabetes and Impaired Fasting Glycemia in a Rural Population of Bangladesh"""" Sayeed et. al",162.51,65.11,NA,39.47,13.8,NA,NA,166.59,94.99,NA,NA,"Bangladeshi","BGD1"
