Who,StudyID,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,SD,N,N_Assumed ,SerumLevel,SL_SD,SL_SE,SL_Units,HDL_Chol,HDL_SD,HDL_Units,NonHDL_C,NonH_Units,LDL_Chol,LDL_SD,LDL_Units,Hypercholesterolemia_Prev,Triglyceride_Chol,Triglyceride_SD,Triglyceride_Units,Apo_A1,AA_Units,ApoB,ApoB_SD,AB_Units,Lp_a,Lpa_Units,,,
Claire,MEL2-B,Rural Melanesian people,F,18,18<,,39,10.8,49,N,3.87,1.09,,mmol/L,,,,,,,,,,0.6,0.38,mmol/L,,,,,,,,,,
EM,MEX2,Mexican,M,18,,,45.9,15.8,787,N,177.5,39.6,,mg/dL,37.9,12.6,mg/dL,,,,,,,196.3,117.8,mg/dL,,,,,,,,Cholestech LDX Analyzer/Synchron CX5 Analyzer,,
EM,MEX2,Mexican,F,18,,,52.4,16.8,1809,N,177.31,39.4,,mg/dL,40.1,12.9,mg/dL,,,,,,,185.9,104.3,mg/dL,,,,,,,,Cholestech LDX Analyzer/Synchron CX5 Analyzer,,
Phoebe,MEX2-A,Mexican,M,35,35-65,65,49,,76,N,155.5,,,mg/dL,44,,mg/dL,,,102.7,,mg/dL,,,,,,,,,,,,TG and cholesterol were measured using a kit of enzymatic reagents. HDL-C was measured after precipitation of lipoproteins that contain apoprotein B with phospho- tungstate and magnesium chloride.,,
Phoebe,MEX2-B,Mexican,M,35,35-65,65,49.3,,63,N,,,,,39.3,,mg/dL,,,115,,mg/dL,,,,,,,,,,,,TG and cholesterol were measured using a kit of enzymatic reagents. HDL-C was measured after precipitation of lipoproteins that contain apoprotein B with phospho- tungstate and magnesium chloride.,,
Phoebe,MEX2-C,Mexican,M,35,35-65,65,49.3,,118,N,,,,,43.9,,mg/dL,,,119,,mg/dL,,,,,,,,,,,,TG and cholesterol were measured using a kit of enzymatic reagents. HDL-C was measured after precipitation of lipoproteins that contain apoprotein B with phospho- tungstate and magnesium chloride.,,
Phoebe,MEX2-D,Mexican,M,35,35-65,65,49.3,,68,N,,,,,40,,mg/dL,,,126.8,,mg/dL,,,,,,,,,,,,TG and cholesterol were measured using a kit of enzymatic reagents. HDL-C was measured after precipitation of lipoproteins that contain apoprotein B with phospho- tungstate and magnesium chloride.,,
Gisele,MRW1,Marwari,M,12,12+,,,,219,N,,,,,41.064,,mg/dL,,,,,,,,,,,,,,,,,,,
Gisele,MRW1,Marwari,F,12,12+,,,,180,N,,,,,44.25,,mg/dL,,,,,,,,,,,,,,,,,,,
Gisele,MRW1,Marwari,M,12,12+,,,,349,N,,,,,,,,,,,,,,122.957,,mg/dL,,,,,,,,,,
Gisele,MRW1,Marwari,M,12,12+,,,,353,N,176.864,,2.607,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Gisele,MRW1,Marwari,F,12,12+,,,,305,N,,,,,,,,,,,,,,110.816,,mg/dL,,,,,,,,,,
Gisele,MRW1,Marwari,F,12,12+,,,,306,N,171.18,,2.344,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Claire ,MUR1-A,Urban/Rural Mura (no hypertension) ,M/F,18,18<,,37.91,14.7,334,N,183.7,28.6,,mg/dL,,,,,,,,,,151.5,99.8,mg/dL,,,,,,,,validated automatic device + nurse,,
Claire,MUR1-B,Urban/rural Mura (yes hypertension),M/F,18,18<,,53.66,16.63,121,N,197.5,39,,mg/dL,,,,,,,,,,196.7,111.3,mg/dL ,,,,,,,,validated automatic device + nurse,,
Phoebe,NAM1,Namibian,M/F,,,,36.9,13.4,1714,N,4.4,0.7,,mmol/L,,,,,,,,,,,,,,,,,,,,Roche Accutrend GCT ,,
KIKI,NAN1-A,Nangapandans (Helminth infected),M/F,18,18+,,45,,446,N,4.9,1.1,,mmol/L,1.5,0.4,mmol/L,,,3.1,1,mmol/L,,1.3,0.7,mmol/L,,,,,,,,,,
KIKI,NAN1-B,Nangapandans (not infected),M/F,18,18+,,44.8,,229,N,5.1,1.2,,mmol/L,1.6,0.4,mmol/L,,,3.3,1.1,mmol/L,,1.2,0.7,mmol/L,,,,,,,,,,
Victoria,NGA1,Nganasan,M,17,17-19,19,,,,,112,,,mg/dL,33,,mg/dL,,,69,,mg/dL,,53,,mg/dL,,,,,,,,,,
Victoria,NGA1,Nganasan,M,20,20-29,20,,,,,135,,,mg/dL,33,,mg/dL,,,91,,mg/dL,,58,,mg/dL,,,,,,,,,,
Victoria,NGA1,Nganasan,M,40,40-49,49,,,,,159,,,mg/dL,33,,mg/dL,,,107,,mg/dL,,98,,mg/dL,,,,,,,,,,
Victoria,NGA1,Nganasan,M,30,30-39,39,,,,,159,,,mg/dL,37,,mg/dL,,,112,,mg/dL,,49,,mg/dL,,,,,,,,,,
EM,NIA1-A,Moslem,M,,,,28.8,8.8,23,N,118.8,43.9,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,NIA1-B,Ibo,M,,,,29.2,11.9,14,N,129.9,40.9,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,NIA1-C,Nigerian,M,,,,29.9,13.2,9,N,119.9,33.7,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Ashley,NOR1-A,Sami I,M,36,36-49,49,,,220,Y,,,,,1.23,,mmol/L,,,,,,,1.73,,mmol/L,1.29,mmol/L,1.1,,mmol/L,,,,,
Ashley,NOR1-A,Sami I,M,50,50-64,64,,,220,Y,,,,,1.29,,mmol/L,,,,,,,1.53,,mmol/L,1.32,mmol/L,1.13,,mmol/L,,,,,
Ashley,NOR1-A,Sami I,F,36,36-49,49,,,241,Y,,,,,1.39,,mmol/L,,,,,,,1.3,,mmol/L,1.33,mmol/L,1.01,,mmol/L,,,,,
Ashley,NOR1-A,Sami I,M,65,65-79,79,,,220,Y,,,,,1.44,,mmol/L,,,,,,,1.37,,mmol/L,1.36,mmol/L,1.02,,mmol/L,,,,,
Ashley,NOR1-A,Sami I,F,50,50-64,64,,,241,Y,,,,,1.45,,mmol/L,,,,,,,1.45,,mmol/L,1.41,mmol/L,1.11,,mmol/L,,,,,
Ashley,NOR1-A,Sami I,F,65,65-79,79,,,241,Y,,,,,1.54,,mmol/L,,,,,,,1.46,,mmol/L,1.46,mmol/L,1.1,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,M,36,36-49,49,,,440,Y,,,,,1.21,,mmol/L,,,,,,,1.71,,mmol/L,1.3,mmol/L,1.07,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,M,50,50-64,64,,,440,Y,,,,,1.31,,mmol/L,,,,,,,1.55,,mmol/L,1.35,mmol/L,1.08,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,M,65,65-79,79,,,440,Y,,,,,1.37,,mmol/L,,,,,,,1.35,,mmol/L,1.37,mmol/L,1.05,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,F,36,36-49,49,,,464,Y,,,,,1.43,,mmol/L,,,,,,,1.21,,mmol/L,1.41,mmol/L,0.93,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,F,50,50-64,64,,,464,Y,,,,,1.48,,mmol/L,,,,,,,1.42,,mmol/L,1.47,mmol/L,1.08,,mmol/L,,,,,
Ashley,NOR1-B,Sami II,F,65,65-79,79,,,464,Y,,,,,1.51,,mmol/L,,,,,,,1.38,,mmol/L,1.46,mmol/L,1.07,,mmol/L,,,,,
Ashley,NOR1-C,Kven,M,36,36-49,49,,,141,Y,,,,,1.2,,mmol/L,,,,,,,1.69,,mmol/L,1.29,mmol/L,1.02,,mmol/L,,,,,
Ashley,NOR1-C,Kven,M,50,50-64,64,,,141,Y,,,,,1.34,,mmol/L,,,,,,,1.58,,mmol/L,1.39,mmol/L,1.07,,mmol/L,,,,,
Ashley,NOR1-C,Kven,F,36,36-49,49,,,150,Y,,,,,1.4,,mmol/L,,,,,,,1.25,,mmol/L,1.37,mmol/L,0.9,,mmol/L,,,,,
Ashley,NOR1-C,Kven,M,65,65-79,79,,,141,Y,,,,,1.42,,mmol/L,,,,,,,1.31,,mmol/L,1.38,mmol/L,1.06,,mmol/L,,,,,
Ashley,NOR1-C,Kven,F,50,50-64,64,,,150,Y,,,,,1.56,,mmol/L,,,,,,,1.36,,mmol/L,1.52,mmol/L,1.09,,mmol/L,,,,,
Ashley,NOR1-C,Kven,F,65,65-79,79,,,150,Y,,,,,1.59,,mmol/L,,,,,,,1.56,,mmol/L,1.53,mmol/L,1.12,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,M,36,36-49,49,,,1122,Y,,,,,1.2,,mmol/L,,,,,,,1.67,,mmol/L,1.31,mmol/L,1.01,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,M,50,50-64,64,,,1122,Y,,,,,1.28,,mmol/L,,,,,,,1.58,,mmol/L,1.36,mmol/L,1.04,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,M,65,65-79,79,,,1122,Y,,,,,1.34,,mmol/L,,,,,,,1.45,,mmol/L,1.37,mmol/L,1.02,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,F,36,36-49,49,,,1298,Y,,,,,1.44,,mmol/L,,,,,,,1.16,,mmol/L,1.42,mmol/L,0.88,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,F,50,50-64,64,,,1298,Y,,,,,1.53,,mmol/L,,,,,,,1.39,,mmol/L,1.51,mmol/L,1.03,,mmol/L,,,,,
Ashley,NOR1-D,Norwegian,F,65,65-79,79,,,1298,Y,,,,,1.56,,mmol/L,,,,,,,1.49,,mmol/L,1.53,mmol/L,1.08,,mmol/L,,,,,
Ashley,NOR2-A,Sami Norwegian,M,,,,56.3,10.1,1118,N,,,,,1.27,0.36,mmol/L,,,,,,,1.55,1.27,mmol/L,,,,,,,,,,
Ashley,NOR2-A,Sami Norwegian,F,,,,55.5,10.2,1150,N,,,,,1.45,0.37,mmol/L,,,,,,,1.36,0.98,mmol/L,,,,,,,,,,
Ashley,NOR2-B,Norwegian,M,,,,56.4,9.8,1864,N,,,,,1.28,0.34,mmol/L,,,,,,,1.58,1.14,mmol/L,,,,,,,,,,
Ashley,NOR2-B,Norwegian,F,,,,56.5,10.1,2176,N,,,,,1.49,0.4,mmol/L,,,,,,,1.35,0.92,mmol/L,,,,,,,,,,
Ashley,NOR2-C,Sami Norwegian,M,,,,59.8,10.3,1113,N,,,,,1.23,0.38,mmol/L,,,,,,,1.7,1.2,mmol/L,,,,,,,,,,
Ashley,NOR2-C,Sami Norwegian,F,,,,58.5,10.4,1283,N,,,,,1.45,0.41,mmol/L,,,,,,,1.4,0.9,mmol/L,,,,,,,,,,
Ashley,NOR2-D,Norwegian,M,,,,60.3,10.2,1571,N,,,,,1.28,0.38,mmol/L,,,,,,,1.5,1.1,mmol/L,,,,,,,,,,
Ashley,NOR2-D,Norwegian,F,,,,59.1,10.7,1899,N,,,,,1.55,0.45,mmol/L,,,,,,,1.4,0.9,mmol/L,,,,,,,,,,
AYANA,ORA3-A,Orang Asli ,M,15,15+,,,,19,N,,,,,0.99,0.18,mmol/L,,,2.34,0.85,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-A,Orang Asli ,F,15,15+,,,,24,N,,,,,1.1,0.4,mmol/L,,,2.77,0.74,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-B,Orang Asli ,M,15,15+,,,,23,N,,,,,1.14,0.23,mmol/L,,,2.52,0.63,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-B,Orang Asli ,F,15,15+,,,,4,N,,,,,1.45,0.1,mmol/L,,,2.58,0.53,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-C,Orang Asli ,F,15,15+,,,,11,N,,,,,1.2,0.6,mmol/L,,,3.16,1.01,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-C,Orang Asli ,M,15,15+,,,,15,N,,,,,2.15,0.35,mmol/L,,,3.25,0.9,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-D,Orang Asli ,M,15,15+,,,,2,N,,,,,0.7,0,mmol/L,,,2.15,0.35,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-D,Orang Asli ,F,15,15+,,,,9,N,,,,,0.9,0.3,mmol/L,,,3.38,0.62,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-E,Orang Asli ,M,15,15+,,,,17,N,,,,,1.18,0.45,mmol/L,,,2.88,0.95,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-E,Orang Asli ,F,15,15+,,,,39,N,,,,,1.2,0.6,mmol/L,,,3.09,0.93,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-F,Orang Asli ,M,15,15+,,,,19,N,,,,,1,0.51,mmol/L,,,3.29,1.19,mmol/L,,,,,,,,,,,,,,
AYANA,ORA3-F,Orang Asli ,F,15,15+,,,,19,N,,,,,1.7,0.5,mmol/L,,,3.55,1.05,mmol/L,,,,,,,,,,,,,,
AYANA,ORA4,Orang Asli ,F,15,15+ ,,33.7,13.6,89,N,,,,,1.3,0.3,mmol/L ,,,3.4,1,mmol/L,,1.1,0.6,mmol/L, ,,,,,,,,,
EM,ORA5-A,Seletar,M/F,,,,31,,253,,,,,,1.36,,mmol/L,,,,,,,1.22,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-B,Jakun,M/F,,,,31,,70,,,,,,0.99,,mmol/L,,,,,,,1.35,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-C,Mahmeri,M/F,,,,37,,59,,,,,,1.28,,mmol/L,,,,,,,1.47,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-D,Semai,M/F,,,,30,,57,,,,,,1.16,,mmol/L,,,,,,,1.35,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-E,Jehai,M/F,,,,31,,105,,,,,,1.01,,mmol/L,,,,,,,1.22,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-F,Mendriq,M/F,,,,30,,48,,,,,,0.9,,mmol/L,,,,,,,1.33,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,ORA5-G,Batek,M/F,,,,34,,44,,,,,,0.95,,mmol/L,,,,,,,1.17,,mmol/L,,,,,,,,"Selectra XL chemistry analyzer; reagents from Randox Laboratories Ltd., UK",,
EM,PAC3-A,ni-Vanuatu,M,20,,,,,155,N,4.93,,,mmol/L,,,,,,,,,,1.34,,mmol/L,,,,,,,,,,
EM,PAC3-A,ni-Vanuatu,F,20,,,,,228,N,4.58,,,mmol/L,,,,,,,,,,1.23,,mmol/L,,,,,,,,,,
EM,PAC3-B,ni-Vanuatu,M,20,,,,,154,N,5.44,,,mmol/L,,,,,,,,,,1.16,,mmol/L,,,,,,,,,,
EM,PAC3-B,ni-Vanuatu,F,20,,,,,195,N,5.3,,,mmol/L,,,,,,,,,,1.16,,mmol/L,,,,,,,,,,
EM,PAC3-C,ni-Vanuatu,M,20,,,,,438,N,5.26,,,mmol/L,,,,,,,,,,1.43,,mmol/L,,,,,,,,,,
EM,PAC3-C,ni-Vanuatu,F,20,,,,,193,N,4.95,,,mmol/L,,,,,,,,,,1.14,,mmol/L,,,,,,,,,,
VEDHIKA,PAR1,Parkatêjê Indians ,M,20,20+,,40.9,15.3,56,N,159.6,38.3,,mg/dL,38.3,8.1,mg/dL,,,89.7,33.4,mg/dL,,158,79.5,mg/dL,,,,,,,,,,
VEDHIKA,PAR1,Parkatêjê Indians ,F,20,20+,,41.7,13.9,34,N,165.7,28.7,,mg/dL,41.5,7,mg/dL,,,92.8,25.7,mg/dL,,157.4,83.1,mg/dL,,,,,,,,,,
Ashley,PAR2,Parkatêjê Indians,M,21,21-78,78,40.9,15.3,56,N,,,,,38.3,8.1,mg/dl,,,89.7,33.4,mg/dl,,158,79.5,mg/dl,,,,,,,,,,
Ashley,PAR2,Parkatêjê Indians,F,23,23-78,78,41.7,13.9,34,N,,,,,41.5,7,mg/dl,,,92.8,25.7,mg/dl,,157.4,83.1,mg/dl,,,,,,,,,,
Gisele,PAS1,Pascua Yaqui,M,25,25-65,65,,,86,N,203.7,39.4,,mg/dL,,,,,,117.5,29.4,mg/dL,19.5,,,,,,,,,,,,,
Gisele,PAS1,Pascua Yaqui,F,25,25-65,65,,,144,N,199.8,40.2,,mg/dL,,,,,,117.5,31.7,mg/dL,14.2,,,,,,,,,,,,,
ESTHER,PCON1,Congo Pygmies,M,,9-Jul,,,,15,Y,100.3,,5.98,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,14-Oct,,,,15,Y,101.9,,6.34,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,15-19,,,,15,Y,103.9,,8.06,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,20-29,,,,15,Y,88.8,,4.14,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,30-39,,,,15,Y,104.4,,3.84,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,40-49,,,,15,Y,99.1,,5.46,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,M,,50-59,,,,15,Y,110.8,,7.55,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,9-Jul,,,,15,Y,97.9,,6.29,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,14-Oct,,,,15,Y,117,,7.61,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,15-19,,,,15,Y,118.1,,4.96,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,20-29,,,,15,Y,107,,4.94,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,30-39,,,,15,Y,111.9,,5.49,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,40-49,,,,15,Y,110.7,,5.93,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
ESTHER,PCON1,Congo Pygmies,F,,50-59,,,,15,Y,115.7,,7.8,mg/dL,,,,,,,,,,,,,,,,,,,,Biurette Reaction/Paper Electrophoresis,"total population is assummed, (total: 223)",
EM,PER1-A,Peruvian,M/F,30,,,48.3,13.1,201,N,155.7,33.3,,mg/dL,44.1,13.1,mg/dL,,,85.6,27.1,mg/dL,,113,,mg/dL,,,,,,,,,,
EM,PER1-B,Peruvian,M/F,30,,,47.8,11.7,589,N,190.8,39.5,,mg/dL,44,11.2,mg/dL,,,115.9,33,mg/dL,,133,,mg/dL,,,,,,,,,,
EM,PER1-C,Peruvian,M/F,30,,,48.1,11.9,199,N,194.9,40,,mg/dL,44.4,11,mg/dL,,,119.8,34.2,mg/dL,,135,,mg/dL,,,,,,,,,,
AYANA,PIM1,Pima,F,17,17-60,,36,13,19,N,149,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
AYANA,PIM1,Pima,M,29,29-74,,48,14,16,N,143,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
AYANA,PIM2,Pima,F,17,17-61,,36,,190,N,168,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
AYANA,PIM2,Pima,M,29,29-71,,48,,160,N,181,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Emily,PNG7,Papua New Guinea Highlanders,M,20,20-45,45,,,13,N,4.2,0.8,,mmol/L,,,,,,,,,,1.94,0.67,mmol/l,,,,,,,,,,
"FION,BEVERLY",POI,Point Hope Eskimos,F,7,16-Jul,16,,,28,Y,168,27,,mg/dL,,,,,,,,,0,,,,,,,,,,,,,
"FION,BEVERLY",POI,Point Hope Eskimos,M,7,16-Jul,16,,,28,Y,164,22,,mg/dL,,,,,,,,,0,,,,,,,,,,,,,
"FION,BEVERLY",POI,Point Hope Eskimos,F,18,18-74,74,,,41,Y,210,38,,mg/dL,,,,,,,,,14,,,,,,,,,,,,,
"FION,BEVERLY",POI,Point Hope Eskimos,M,18,18-74,74,,,41,Y,212,39,,mg/dL,,,,,,,,,10.3,,,,,,,,,,,,,
EM,PRC1-A,Puerto Rican,M,45,45-54,54,,,1298,N,195,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,PRC1-A,Puerto Rican,M,55,55-64,64,,,1282,N,196,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,PRC1-B,Puerto Rican,M,45,45-54,54,,,3624,N,207,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
EM,PRC1-B,Puerto Rican,M,55,55-64,64,,,2581,N,202,,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
Phoebe,PUK1,Pukapuka,M,15,15-19,19,,,27,N,148.9,,4.8,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,20,20-24,24,,,27,N,155,,3.8,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,25,25-34,34,,,39,N,167.1,,4.4,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,35,35-44,44,,,37,N,181.8,,5.2,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,45,45-54,54,,,39,N,178,,5.5,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,55,55-64,64,,,30,N,180.5,,5.7,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,15,15-19,19,,,17,N,170.5,,7.9,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,20,20-24,24,,,23,N,161.2,,5.5,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,25,25-34,34,,,52,N,170.9,,4.2,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,35,35-44,44,,,32,N,168.1,,5.2,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,45,45-54,54,,,25,N,190.5,,6.6,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,F,55,55-64,64,,,31,N,194.2,,7.5,mg/dL,,,,,,,,,,,,,,,,,,,,Serum cholesterols were estimated by the modified Abell method (11),,
Phoebe,PUK1,Pukapuka,M,15,15-19,19,,,6,N,,,,,,,,,,,,,,0.82,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,M,20,20-24,24,,,1,N,,,,,,,,,,,,,,0.8,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,M,25,25-34,34,,,8,N,,,,,,,,,,,,,,0.71,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,M,35,35-44,44,,,7,N,,,,,,,,,,,,,,0.69,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,M,45,45-54,54,,,7,N,,,,,,,,,,,,,,1.11,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,M,55,55-64,64,,,6,N,,,,,,,,,,,,,,1.18,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,15,15-19,19,,,2,N,,,,,,,,,,,,,,0.65,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,20,20-24,24,,,2,N,,,,,,,,,,,,,,0.45,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,25,25-34,34,,,6,N,,,,,,,,,,,,,,0.88,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,35,35-44,44,,,4,N,,,,,,,,,,,,,,0.5,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,45,45-54,54,,,6,N,,,,,,,,,,,,,,0.93,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
Phoebe,PUK1,Pukapuka,F,55,55-64,64,,,2,N,,,,,,,,,,,,,,0.95,,mmol/L,,,,,,,,Serum triglycerides by the Carlson method (12),,
AYANA,PYG1-A ,Pygmies,M/F,20,20+,,35,3,20,N,,,,,49,4,mg/dL,,,85,5,mg/dL,,83,6,mg/dL,,,,,,,,,,
EM,REN1,Rendille,M,14,14-19,19,,,3,N,217,,,mg/dL,,,,,,,,,,210,,mg/100mL,,,,,,,,,,
EM,REN1,Rendille,M,20,20-29,29,,,16,N,208,47,,mg/dL,,,,,,,,,,174,68,mg/100mL,,,,,,,,,,
EM,REN1,Rendille,M,30,30-39,39,,,24,N,229,60,,mg/dL,,,,,,,,,,154,73,mg/100mL,,,,,,,,,,
EM,REN1,Rendille,M,40,40-49,49,,,25,N,237,57,,mg/dL,,,,,,,,,,136,60,mg/100mL,,,,,,,,,,
EM,REN1,Rendille,M,50,50-59,59,,,19,N,259,59,,mg/dL,,,,,,,,,,129,30,mg/100mL,,,,,,,,,,
EM,REN1,Rendille,M,60,,,,,14,N,234,34,,mg/dL,,,,,,,,,,118,33,mg/100mL,,,,,,,,,,
Claire,RHY1-A,Urban Rishikesh (with HTN),M/F,19,19-60,60,,,155,Y,,,,,41.6,9.48,g/dl,,,,,,,190.45,144.36,g/dl,,,,,,,,,,
Claire,RHY1-B,Urban Rishikesh (without HTN),M/F,19,19-60,60,,,323,Y,,,,,41.8,9.4,g/dl,,,,,,,150.65,125.16,g/dl,,,,,,,,,,
EM,RIC1-A,Costa Rican,M,20,20-35,35,,,37,N,158,,,mg/dL,40,,mg/dl,,,93,,mg/dl,,137,,mg/dl,,,,,,,,Abbott Diagnostics ABA-200 bichromatic analyzer and Abbott A-Gent enzymatic reagents,,
