BLV,Who,StudyID,Article link,CrudeName,EthnicGroup,EthnicGroup_Notes,Population,Subpopulation,Other_Classification,Location,DPlaceID,DPlaceID_2,DPlaceID_3,DPlaceID_4,DPlaceID_5,Biome,Country,Lattitude,Longitude,Region,PubDate,TimeFrame,EconBase_TOS,ECONNOTES,EconBase_TRAD,Sedentary,AcculturationLevel,Acculturation_quant,AccNotes,DietStaples,SmokingNotes,AlcoholNotes,ReferenceSource,Notes,AdditionalSources
"3,6",KIKI,ESK3,,Eskimos,Inuit,Should I specify Norton sounds inuit? Or keep as inuit for grouping in analysis?,Alaskan Eskimos ,Inupiat ,,Norton Sound Region,B369,,,,,Arctic-Alpine desert,United States of America,64.2008,-165.4937,North america,2010,,FG,,FG,sedentary,unacculturated,1,not disclosed,fish ,,,"(Howard et al) ""Cardiovascular disease prevalence and it's relation to risk factors in Alaska Eskimo""",,
1,"KIKI, ASHLEY",FIL1-A,,,Filipinos,"There Lumad tribes comprise about 13 ethnic groups which are the Blaan, Bukidnon, Higaonon, Mamanwa, Mandaya, Manobo, Mansaka, Sangir, Subanen, Tagabawa, Tagakaulo, Tasaday, and T’boli. https://theculturetrip.com/asia/philippines/articles/a-guide-to-the-indigenous-tribes-of-the-philippines/",Filipinos,,Convicts in Bilibid Prison ,,,,,,,Tropical Rainforest,Philippine Islands,12.8797,121.774,Southeast Asia,1916,1991-1998,,,,sedentary,semi-acculturated,,,,,,"""Blood Pressure Picture of the Filipinos"" Concepcion et. al. ","""Blood Pressure Picture of the Filipinos"" Cnncepcion et. al. ",
1,KIKI,FIL1-B,,,Filipinos,"There Lumad tribes comprise about 13 ethnic groups which are the Blaan, Bukidnon, Higaonon, Mamanwa, Mandaya, Manobo, Mansaka, Sangir, Subanen, Tagabawa, Tagakaulo, Tasaday, and T’boli. https://theculturetrip.com/asia/philippines/articles/a-guide-to-the-indigenous-tribes-of-the-philippines/",Filipinos,,"medical students, nurses, instructors (College of Medicine and Surgery)",,,,,,,Tropical Rainforest,Philippine Islands,12.8797,121.774,Southeast Asia,1916,1991-1998,,,,sedentary,semi-acculturated,,,,,,"""Blood Pressure Picture of the Filipinos"" Concepcion et. al. ","""Blood Pressure Picture of the Filipinos"" Cnncepcion et. al. ",
"1,3,6","FION, ASHLEY",FUL1,,,Fulani,D place name and title name match ,Fulani,Tum; Fwil; Vweng; Chugwi,,Jos Plateau,Cb24, Cb8,SCCS25,,,Temperate Shrubland,Nigeria,9.081999,8.675277,Africa,2001,1999,P,,P,semi-nomadic,unacculturated,1,,"high fat: meat, dairy products, palm oil, butter oil",no smoking,rare,"Glew, Robert H, et al. “Cardiovascular Disease Risk Factors and Diet of Fulani Pastoralists of Northern Nigeria.” The American Journal of Clinical Nutrition, vol. 74, no. 6, 2001, pp. 730–736., doi:10.1093/ajcn/74.6.730.",,
1,"KIKI, ASHLEY",GOA1,,Goajiro Indians,Wayuu,Goajiro is the location where the Wayuu people reside,Goajiro,,,Goajiro Peninsula ,Sb6,SCCS159,,,,Tropical Rainforest,Colombia; Venezuela,12.0001,-71.5,South America,2003,1991-1998,P,,P,nomadic,acculturated,4,"""they occupy the Northern part of Zulia state and increasingly conduct commerce and trade with cities in that region, particularly Maracaibo""",,,,"(Herrera) ""End-stage renal disease and acute glomerulonephritis in Goajiro Indians""","The Goajiro are mainly a pastoral people, growing only a little corn (maize) to make chicha (beer). Besides raising cattle, they keep poultry, horses, mules, sheep, goats, and pigs. Their diet consists almost entirely of meat and milk products, and cattle are equated with wealth.",https://www.britannica.com/topic/Goajiro
"2,3","FION, ASHLEY",GRIN1,,Eskimos,Inuit,Should I specify region?,Greenland Inuit,Nuuk; Qasigiannguit, and four Villages in the district of Uummannaq,"West Greenland (Nuuk, Qasigiannguit, and Uumannaq)",B390,Na14,,,,Arctic-Alpine desert,Greenland,71.7069,-53,North America,2008,1999-2002,FG,,FG,sedentary,acculturated,4,rapid modernization,,,,"Jorgensen, M. E., Bjerregaard, P., Kjaergaard, J. J., & Borch-Johnsen, K. (2008). High prevalence of markers of coronary heart disease among Greenland Inuit. Atherosclerosis, 196(2), 772-778.",,
1,"FION, ASHLEY",HAD1,,Northern Tanzanians,Hadza,"Small population size, specified",Hadza,,,Northern Tanzania,Aa9,B69,SCCS9,,,Savanna,Tanzania,-6.369,34.8888,Africa,2016,2009-2011,FG,,FG,sedentary,unacculturated,1,"men hunt game and  gather honey, while women gather plants. 95% of calories came from wild foods",,,,"Raichlen DA, Pontzer H,Harris JA, et al. Physical activity patterns and bio-markers of cardiovascular disease risk in hunter-gatherers.Am J Hum Biol.2017;29:e22919. https://doi.org/10.1002/ajhb.22919RAICHLENET AL.American Journal of Human Biology|13 of 13
",,
6,"FION, ASHLEY",HAD2,,Northern Tanzanians,Hadza,"Small population size, specified",Hadza,,,Northern Tanzania,Aa9,B69,SCCS9,,,Savanna,Tanzania,-6.369,34.8888,Africa,2012,,FG,,FG,sedentary,unacculturated,1,"men hunt game and  gather honey, while women gather plants. 95% of calories came from wild foods",,,,"Pontzer H, Raichlen DA, Wood BM, Mabulla AZP, Racette SB, et al. (2012) Hunter-Gatherer Energetics and Human Obesity. PLOS ONE 7(7): e40503.https://doi.org/10.1371/journal.pone.0040503",,
"1,3,4","KIKI, ASHLEY",INN1,,Nunavik population,Inuit,Should I specify region?,Inuit ,,,Nortthern Quebec; Nunavik,B369,,,,,Arctic-Alpine desert,Canada,56.130366,-70,North America,2001,,FG,,FG,sedentary,unacculturated,1,,"marine mammals (white whale and seal), fish and caribou, ",,,Fatty acids and cardiovascular disease risk factors among the Inuit of Nunavik (Dewailly),,
"2,3,6",AYANA,INN2,,Nunavik population,Inuit,Should I specify region?,Inuit,Inupiat,,Norton Sound Region,B369,,,,,Arctic-Alpine desert,United States,63.8492,-164.2688,North America,2009,2000-2004,FG,,FG,sedentary,semi-acculturated,2,"per gocadan info-- 90% Inupiat, ""genetically isolated""",,Smoking rates are high in this population,,Cardiovascular disease prevalence and its relation to risk factors in Alaska Eskimos (Howard et.al),,
2,"AYANA, ASHLEY",INN3,,Nunavik population,Inuit,Should I specify region?,Inuit,Kuumiut; Kulusuk; Tasiilaq,,Eastern Greenland,B390,Na14,,,,Arctic-Alpine desert,Greenland ,70.6145096,-34.6367607,Greenland,2008,1963,FG,,FG,sedentary ,unacculturated,1,"""high physical activity being part of everyday life in the traditional Inuit hunter society in East Greenland prior to west- ernisation,""",,,,"""Low occurance of ischemic heart disease among Inuit around 1963 suggested from ECG among 1851 Eskimos in the 1960's"" (Kjærgaard et. al)",,
6,"KIKI, ASHLEY",INT1-A,,Indians,Yanomamo ,"We discussed the historical significance of the endings, so I am keeping the unique spellings based upon how it was referenced.",Yanomamo,,,Surucucu Plateau,SCCS163,Sd9,,,,Tropical Rainforest,Brazil,-14.235,-51.9253,South America,1989,1984-1987,H,slash and burn agriculture,H,semi-nomadic,unacculturated,1,"""one of the most unacculturated native tribes in South american and possibly the world""","cooked bananas, and manioc (cassava)",,,(Carvalho) Blood pressure in four remote populations in the INTERSALT study,,
6,KIKI,INT1-B,,,Kayapo,"The Kayapo live along the Xingu river, Xingu is a location not a group",Xingu,,,Parque Indigena do Xingu (central Brazil),,,,,,Tropical Rainforest,Brazil,-14.235,51.9253,South America,1989,1984-1987,FG,subsistence,FG,sedentary,unacculturated,1,"""Each tribe still preserves its own language and...do not maintain regular contact with non-Indians.""","cassava and fish (corn, sweet potatoes, cara, peanuts, banana, and wild fruit)",,,(Carvalho) Blood pressure in four remote populations in the INTERSALT study,,
6,KIKI,INT1-C,,,,Asaro Mudmen seems like the name most commonly used-- it seems derrogatory is it not?,Papuans,"Kamus, Gimisave",,Asaro Valley ,,,,,,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,1989,1984-1987,H,subsistence agriculture,H,sedentary,semi-acculturated,2,remote,sweet potato,,,(Carvalho) Blood pressure in four remote populations in the INTERSALT study,,
6,KIKI,INT1-D,,,Luo,Named specifically in the paper,Luo,"Rambugu, Ndori ",(85% from Luo tribe),north of Lake Victoria (western Kenya),,,,,,Desert,Kenya,-6.314993,143.95555,Africa,1989,1984-1987,H,subsistence farming,H,sedentary,semi-acculturated,2,remote,,,,(Carvalho) Blood pressure in four remote populations in the INTERSALT study,,
"3, 6","FION, ASHLEY",INU1-A,,Greenland Inuit/ Inuit migrants of Denmark,Inuit,Should I specify region?,Inuit,,Least Westernized,West Greenland,B390,Na14,,,,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,2004,,FG,Hunter-Gatherer,FG,nomadic,unacculturated,1,The effect of westernisation is to some extent due to dietary changes,,,,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",,
"3, 6",FION,INU1-B,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,Inuit,,Intermediate,West Greenland,B390,Na14,,,,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,2004,,FG,Hunter-Gatherer,FG,nomadic,semi-acculturated,2,The effect of westernisation is to some extent due to dietary changes,,,,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",,
"3, 6",FION,INU1-C,,Ethnic Greenlanders/ Inuit migrants of Denmark,Inuit,Should I specify region?,Inuit,,Most Westernized,West Greenland,B390,Na14,,,,Arctic-Alpine desert,Greenland,71.7069,-53,Europe,2004,,FG,Hunter-Gatherer,FG,nomadic,acculturated,3,The effect of westernisation is to some extent due to dietary changes,,,,"P Bjerregaard, M.E Jørgensen, K Borch-Johnsen, Serum lipids of Greenland Inuit in relation to Inuit genetic heritage, westernisation and migration, Atherosclerosis, Volume 174, Issue 2, 2004, Pages 391-398, ISSN 0021-9150, https://doi.org/10.1016/j.atherosclerosis.2004.02.010.",,
"1,3,4,6",AYANA,KAR1-A,,Karib indigenous peoples,Kalapalo,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",Kalapalo ,,Parque Indigena do Xingu,Upper Xingu,,,,,,Savanna,Brazil ,-27.74835,-53.06846,South America,2008,2002,FG,Women: agricultural practice/ Men: decreased physical activity ,FG,Sedentary ,acculturated,3,"""Increased contact of indigenous peoples with the occidental world"" Gimeno et.al.",Changes from traditional diet due to increasing contact of indigenous people with occidental world.,,,"""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"" Gimeno et.al. ",,
"1,3,4,6",AYANA,KAR1-B,,Karib indigenous peoples,Kuikuro,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",Kuikuro,,Parque Indigena do Xingu,Upper Xingu,,,,,,Savanna,Brazil ,-27.74835,-53.06846,South America,2008,2002,FG,Women: agricultural practice/ Men: decreased physical activity ,FG,Sedentary ,acculturated,3,"""Increased contact of indigenous peoples with the occidental world"" Gimeno et.al.",Changes from traditional diet due to increasing contact of indigenous people with occidental world.,,,"""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"" Gimeno et.al. ",,
"1,3,4,6",AYANA,KAR1-C,,Karib indigenous peoples,Matipu ,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",Matipu,,Parque Indigena do Xingu,Upper Xingu,,,,,,Savanna,Brazil ,-27.74835,-53.06846,South America,2008,2002,FG,Women: agricultural practice/ Men: decreased physical activity ,FG,Sedentary ,acculturated,3,"""Increased contact of indigenous peoples with the occidental world"" Gimeno et.al.",Changes from traditional diet due to increasing contact of indigenous people with occidental world.,,,"""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"" Gimeno et.al. ",,
"1,3,4,6","AYANA, ASHLEY",KAR1-D,,Karib indigenous peoples,Nahukwa,"There are 17 tribes along the Xingu River, this appears to be the most specific classification for the region ",Nahukwa,,Parque Indigena do Xingu,Upper Xingu,,,,,,Savanna,Brazil ,-27.74835,-53.06846,South America,2008,2002,FG,Women: agricultural practice/ Men: decreased physical activity ,FG,Sedentary ,acculturated,3,"""Increased contact of indigenous peoples with the occidental world"" Gimeno et.al.",Changes from traditional diet due to increasing contact of indigenous people with occidental world.,,,"""Cardiovascular risk among Brazilian Karib indigenous peoples: Upper Xingu, Central Brazil, 2000-3"" Gimeno et.al. ",,
1,"KIKI, ASHLEY",KEN1,,African natives,"Maybe: Suba, Kavirondo, Luo","Known as the Kavirondo people-- there are two tribes living in this location. The Luhya and the Luo were collectively referred to as the Kavirondo, though the paper describes the suba specifically (see notes in later column) but we have another Luo so if we want to classify that way for the sake of continuity that is alos possible.",Kenya natives ,"Wakisii, Luo, Abakuria, Abasuba",,South Kavirondo ,,,,,,Grassland ,Kenya ,0.0236,37.9062,Africa ,1930,,P,,P,Sedentary ,unacculturated,1,no 'appreicable change for centures' 'primitive conditions' ,,,,"C.P. Donnison, et al. ""Blood Pressure in the African Native""","The Suba people are cattle farmers- a culture that they borrowed from the Luos. Even though the Luo no longer keep large herds of cattle, the Suba still keep cattle in large numbers.","https://en.wikipedia.org/wiki/Suba_people_(Kenya)
https://en.wikipedia.org/wiki/Kavirondo"
"1,3,4,6","AYANA, ASHLEY",KTVN2,,Kitavan population,Kitava,Did we say this was too broad?,Kitavans,,,Trobriand islands,Ig2,SCCS98,,,,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,1997,1990,H,horticulturists ,H,sedentary,unacculturated,1,"""virtually uninfluenced by Western dietary habits"" avergae money spent on Western food was $3","tubers, fruit, fish, and coconut",77% M/ 78% F,devoid of alcohol,Age relations of cardiovascular risk factors in a traditional Melanesian society: the Kitava Study-- lindeberg et.al.,,
"1,3,4",KIKI,KTVN3,DUPLICATE REMOVE,Kitavan population,Kitava,Did we say this was too broad?,Kitavans,,,Trobriand islands,Ig2,SCCS98,,,,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,2003,2003,H,horticulturists ,H,sedentary,unacculturated,1,"""intake of Western food was negligible""","tubers (yams, sweet potato), fruit, fish, coconut, leafy vegetables",Three out of of four Kitavans of both sexeswere daily smokers and the rest were non-smokers,,Determinants of serum triglycerides and high-density lipprotein cjolesterol in triaditional Trobriand Islanders: the Kitava Study (Lindeberg),,
